# RFC1213-MIB list of identifiers (generated by smidump 0.4.5)

# WARNING: this output may be incorrect due to significant parse errors

RFC1213-MIB DisplayString           type        
RFC1213-MIB PhysAddress             type        
IP-MIB ipFragFails                         scalar       1.3.6.1.2.1.4.18
IP-MIB ipFragCreates                       scalar       1.3.6.1.2.1.4.19
IP-MIB ipAddrTable                         table        1.3.6.1.2.1.4.20
IP-MIB ipAddrEntry                         row          1.3.6.1.2.1.4.20.1
IP-MIB ipAdEntAddr                         column       1.3.6.1.2.1.4.20.1.1
IP-MIB ipAdEntIfIndex                      column       1.3.6.1.2.1.4.20.1.2
IP-MIB ipAdEntNetMask                      column       1.3.6.1.2.1.4.20.1.3
IP-MIB ipAdEntBcastAddr                    column       1.3.6.1.2.1.4.20.1.4
IP-MIB ipAdEntReasmMaxSize                 column       1.3.6.1.2.1.4.20.1.5
IP-MIB ipNetToMediaTable                   table        1.3.6.1.2.1.4.22
IP-MIB ipNetToMediaEntry                   row          1.3.6.1.2.1.4.22.1
IP-MIB ipNetToMediaIfIndex                 column       1.3.6.1.2.1.4.22.1.1
IP-MIB ipNetToMediaPhysAddress             column       1.3.6.1.2.1.4.22.1.2
IP-MIB ipNetToMediaNetAddress              column       1.3.6.1.2.1.4.22.1.3
IP-MIB ipNetToMediaType                    column       1.3.6.1.2.1.4.22.1.4
IP-MIB ipRoutingDiscards                   scalar       1.3.6.1.2.1.4.23
IP-MIB ipv6IpForwarding                    scalar       1.3.6.1.2.1.4.25
IP-MIB ipv6IpDefaultHopLimit               scalar       1.3.6.1.2.1.4.26
IP-MIB ipv4InterfaceTableLastChange        scalar       1.3.6.1.2.1.4.27
IP-MIB ipv4InterfaceTable                  table        1.3.6.1.2.1.4.28
IP-MIB ipv4InterfaceEntry                  row          1.3.6.1.2.1.4.28.1
IP-MIB ipv4InterfaceIfIndex                column       1.3.6.1.2.1.4.28.1.1
IP-MIB ipv4InterfaceReasmMaxSize           column       1.3.6.1.2.1.4.28.1.2
IP-MIB ipv4InterfaceEnableStatus           column       1.3.6.1.2.1.4.28.1.3
IP-MIB ipv4InterfaceRetransmitTime         column       1.3.6.1.2.1.4.28.1.4
IP-MIB ipv6InterfaceTableLastChange        scalar       1.3.6.1.2.1.4.29
IP-MIB ipv6InterfaceTable                  table        1.3.6.1.2.1.4.30
IP-MIB ipv6InterfaceEntry                  row          1.3.6.1.2.1.4.30.1
IP-MIB ipv6InterfaceIfIndex                column       1.3.6.1.2.1.4.30.1.1
IP-MIB ipv6InterfaceReasmMaxSize           column       1.3.6.1.2.1.4.30.1.2
IP-MIB ipv6InterfaceIdentifier             column       1.3.6.1.2.1.4.30.1.3
IP-MIB ipv6InterfaceEnableStatus           column       1.3.6.1.2.1.4.30.1.5
IP-MIB ipv6InterfaceReachableTime          column       1.3.6.1.2.1.4.30.1.6
IP-MIB ipv6InterfaceRetransmitTime         column       1.3.6.1.2.1.4.30.1.7
IP-MIB ipv6InterfaceForwarding             column       1.3.6.1.2.1.4.30.1.8
IP-MIB ipTrafficStats                      node         1.3.6.1.2.1.4.31
IP-MIB ipSystemStatsTable                  table        1.3.6.1.2.1.4.31.1
IP-MIB ipSystemStatsEntry                  row          1.3.6.1.2.1.4.31.1.1
IP-MIB ipSystemStatsIPVersion              column       1.3.6.1.2.1.4.31.1.1.1
IP-MIB ipSystemStatsInReceives             column       1.3.6.1.2.1.4.31.1.1.3
IP-MIB ipSystemStatsHCInReceives           column       1.3.6.1.2.1.4.31.1.1.4
IP-MIB ipSystemStatsInOctets               column       1.3.6.1.2.1.4.31.1.1.5
IP-MIB ipSystemStatsHCInOctets             column       1.3.6.1.2.1.4.31.1.1.6
IP-MIB ipSystemStatsInHdrErrors            column       1.3.6.1.2.1.4.31.1.1.7
IP-MIB ipSystemStatsInNoRoutes             column       1.3.6.1.2.1.4.31.1.1.8
IP-MIB ipSystemStatsInAddrErrors           column       1.3.6.1.2.1.4.31.1.1.9
IP-MIB ipSystemStatsInUnknownProtos        column       1.3.6.1.2.1.4.31.1.1.10
IP-MIB ipSystemStatsInTruncatedPkts        column       1.3.6.1.2.1.4.31.1.1.11
IP-MIB ipSystemStatsInForwDatagrams        column       1.3.6.1.2.1.4.31.1.1.12
IP-MIB ipSystemStatsHCInForwDatagrams      column       1.3.6.1.2.1.4.31.1.1.13
IP-MIB ipSystemStatsReasmReqds             column       1.3.6.1.2.1.4.31.1.1.14
IP-MIB ipSystemStatsReasmOKs               column       1.3.6.1.2.1.4.31.1.1.15
IP-MIB ipSystemStatsReasmFails             column       1.3.6.1.2.1.4.31.1.1.16
IP-MIB ipSystemStatsInDiscards             column       1.3.6.1.2.1.4.31.1.1.17
IP-MIB ipSystemStatsInDelivers             column       1.3.6.1.2.1.4.31.1.1.18
IP-MIB ipSystemStatsHCInDelivers           column       1.3.6.1.2.1.4.31.1.1.19
IP-MIB ipSystemStatsOutRequests            column       1.3.6.1.2.1.4.31.1.1.20
IP-MIB ipSystemStatsHCOutRequests          column       1.3.6.1.2.1.4.31.1.1.21
IP-MIB ipSystemStatsOutNoRoutes            column       1.3.6.1.2.1.4.31.1.1.22
IP-MIB ipSystemStatsOutForwDatagrams       column       1.3.6.1.2.1.4.31.1.1.23
IP-MIB ipSystemStatsHCOutForwDatagrams     column       1.3.6.1.2.1.4.31.1.1.24
IP-MIB ipSystemStatsOutDiscards            column       1.3.6.1.2.1.4.31.1.1.25
IP-MIB ipSystemStatsOutFragReqds           column       1.3.6.1.2.1.4.31.1.1.26
IP-MIB ipSystemStatsOutFragOKs             column       1.3.6.1.2.1.4.31.1.1.27
IP-MIB ipSystemStatsOutFragFails           column       1.3.6.1.2.1.4.31.1.1.28
IP-MIB ipSystemStatsOutFragCreates         column       1.3.6.1.2.1.4.31.1.1.29
IP-MIB ipSystemStatsOutTransmits           column       1.3.6.1.2.1.4.31.1.1.30
IP-MIB ipSystemStatsHCOutTransmits         column       1.3.6.1.2.1.4.31.1.1.31
IP-MIB ipSystemStatsOutOctets              column       1.3.6.1.2.1.4.31.1.1.32
IP-MIB ipSystemStatsHCOutOctets            column       1.3.6.1.2.1.4.31.1.1.33
IP-MIB ipSystemStatsInMcastPkts            column       1.3.6.1.2.1.4.31.1.1.34
IP-MIB ipSystemStatsHCInMcastPkts          column       1.3.6.1.2.1.4.31.1.1.35
IP-MIB ipSystemStatsInMcastOctets          column       1.3.6.1.2.1.4.31.1.1.36
IP-MIB ipSystemStatsHCInMcastOctets        column       1.3.6.1.2.1.4.31.1.1.37
IP-MIB ipSystemStatsOutMcastPkts           column       1.3.6.1.2.1.4.31.1.1.38
IP-MIB ipSystemStatsHCOutMcastPkts         column       1.3.6.1.2.1.4.31.1.1.39
IP-MIB ipSystemStatsOutMcastOctets         column       1.3.6.1.2.1.4.31.1.1.40
IP-MIB ipSystemStatsHCOutMcastOctets       column       1.3.6.1.2.1.4.31.1.1.41
IP-MIB ipSystemStatsInBcastPkts            column       1.3.6.1.2.1.4.31.1.1.42
IP-MIB ipSystemStatsHCInBcastPkts          column       1.3.6.1.2.1.4.31.1.1.43
IP-MIB ipSystemStatsOutBcastPkts           column       1.3.6.1.2.1.4.31.1.1.44
IP-MIB ipSystemStatsHCOutBcastPkts         column       1.3.6.1.2.1.4.31.1.1.45
IP-MIB ipSystemStatsDiscontinuityTime      column       1.3.6.1.2.1.4.31.1.1.46
IP-MIB ipSystemStatsRefreshRate            column       1.3.6.1.2.1.4.31.1.1.47
IP-MIB ipIfStatsTableLastChange            scalar       1.3.6.1.2.1.4.31.2
IP-MIB ipIfStatsTable                      table        1.3.6.1.2.1.4.31.3
IP-MIB ipIfStatsEntry                      row          1.3.6.1.2.1.4.31.3.1
IP-MIB ipIfStatsIPVersion                  column       1.3.6.1.2.1.4.31.3.1.1
IP-MIB ipIfStatsIfIndex                    column       1.3.6.1.2.1.4.31.3.1.2
IP-MIB ipIfStatsInReceives                 column       1.3.6.1.2.1.4.31.3.1.3
IP-MIB ipIfStatsHCInReceives               column       1.3.6.1.2.1.4.31.3.1.4
IP-MIB ipIfStatsInOctets                   column       1.3.6.1.2.1.4.31.3.1.5
IP-MIB ipIfStatsHCInOctets                 column       1.3.6.1.2.1.4.31.3.1.6
IP-MIB ipIfStatsInHdrErrors                column       1.3.6.1.2.1.4.31.3.1.7
IP-MIB ipIfStatsInNoRoutes                 column       1.3.6.1.2.1.4.31.3.1.8
IP-MIB ipIfStatsInAddrErrors               column       1.3.6.1.2.1.4.31.3.1.9
IP-MIB ipIfStatsInUnknownProtos            column       1.3.6.1.2.1.4.31.3.1.10
IP-MIB ipIfStatsInTruncatedPkts            column       1.3.6.1.2.1.4.31.3.1.11
IP-MIB ipIfStatsInForwDatagrams            column       1.3.6.1.2.1.4.31.3.1.12
IP-MIB ipIfStatsHCInForwDatagrams          column       1.3.6.1.2.1.4.31.3.1.13
IP-MIB ipIfStatsReasmReqds                 column       1.3.6.1.2.1.4.31.3.1.14
IP-MIB ipIfStatsReasmOKs                   column       1.3.6.1.2.1.4.31.3.1.15
IP-MIB ipIfStatsReasmFails                 column       1.3.6.1.2.1.4.31.3.1.16
IP-MIB ipIfStatsInDiscards                 column       1.3.6.1.2.1.4.31.3.1.17
IP-MIB ipIfStatsInDelivers                 column       1.3.6.1.2.1.4.31.3.1.18
IP-MIB ipIfStatsHCInDelivers               column       1.3.6.1.2.1.4.31.3.1.19
IP-MIB ipIfStatsOutRequests                column       1.3.6.1.2.1.4.31.3.1.20
IP-MIB ipIfStatsHCOutRequests              column       1.3.6.1.2.1.4.31.3.1.21
IP-MIB ipIfStatsOutForwDatagrams           column       1.3.6.1.2.1.4.31.3.1.23
IP-MIB ipIfStatsHCOutForwDatagrams         column       1.3.6.1.2.1.4.31.3.1.24
IP-MIB ipIfStatsOutDiscards                column       1.3.6.1.2.1.4.31.3.1.25
IP-MIB ipIfStatsOutFragReqds               column       1.3.6.1.2.1.4.31.3.1.26
IP-MIB ipIfStatsOutFragOKs                 column       1.3.6.1.2.1.4.31.3.1.27
IP-MIB ipIfStatsOutFragFails               column       1.3.6.1.2.1.4.31.3.1.28
IP-MIB ipIfStatsOutFragCreates             column       1.3.6.1.2.1.4.31.3.1.29
IP-MIB ipIfStatsOutTransmits               column       1.3.6.1.2.1.4.31.3.1.30
IP-MIB ipIfStatsHCOutTransmits             column       1.3.6.1.2.1.4.31.3.1.31
IP-MIB ipIfStatsOutOctets                  column       1.3.6.1.2.1.4.31.3.1.32
IP-MIB ipIfStatsHCOutOctets                column       1.3.6.1.2.1.4.31.3.1.33
IP-MIB ipIfStatsInMcastPkts                column       1.3.6.1.2.1.4.31.3.1.34
IP-MIB ipIfStatsHCInMcastPkts              column       1.3.6.1.2.1.4.31.3.1.35
IP-MIB ipIfStatsInMcastOctets              column       1.3.6.1.2.1.4.31.3.1.36
IP-MIB ipIfStatsHCInMcastOctets            column       1.3.6.1.2.1.4.31.3.1.37
IP-MIB ipIfStatsOutMcastPkts               column       1.3.6.1.2.1.4.31.3.1.38
IP-MIB ipIfStatsHCOutMcastPkts             column       1.3.6.1.2.1.4.31.3.1.39
IP-MIB ipIfStatsOutMcastOctets             column       1.3.6.1.2.1.4.31.3.1.40
IP-MIB ipIfStatsHCOutMcastOctets           column       1.3.6.1.2.1.4.31.3.1.41
IP-MIB ipIfStatsInBcastPkts                column       1.3.6.1.2.1.4.31.3.1.42
IP-MIB ipIfStatsHCInBcastPkts              column       1.3.6.1.2.1.4.31.3.1.43
IP-MIB ipIfStatsOutBcastPkts               column       1.3.6.1.2.1.4.31.3.1.44
IP-MIB ipIfStatsHCOutBcastPkts             column       1.3.6.1.2.1.4.31.3.1.45
IP-MIB ipIfStatsDiscontinuityTime          column       1.3.6.1.2.1.4.31.3.1.46
IP-MIB ipIfStatsRefreshRate                column       1.3.6.1.2.1.4.31.3.1.47
IP-MIB ipAddressPrefixTable                table        1.3.6.1.2.1.4.32
IP-MIB ipAddressPrefixEntry                row          1.3.6.1.2.1.4.32.1
IP-MIB ipAddressPrefixIfIndex              column       1.3.6.1.2.1.4.32.1.1
IP-MIB ipAddressPrefixType                 column       1.3.6.1.2.1.4.32.1.2
IP-MIB ipAddressPrefixPrefix               column       1.3.6.1.2.1.4.32.1.3
IP-MIB ipAddressPrefixLength               column       1.3.6.1.2.1.4.32.1.4
IP-MIB ipAddressPrefixOrigin               column       1.3.6.1.2.1.4.32.1.5
IP-MIB ipAddressPrefixOnLinkFlag           column       1.3.6.1.2.1.4.32.1.6
IP-MIB ipAddressPrefixAutonomousFlag       column       1.3.6.1.2.1.4.32.1.7
IP-MIB ipAddressPrefixAdvPreferredLifetime column       1.3.6.1.2.1.4.32.1.8
IP-MIB ipAddressPrefixAdvValidLifetime     column       1.3.6.1.2.1.4.32.1.9
IP-MIB ipAddressSpinLock                   scalar       1.3.6.1.2.1.4.33
IP-MIB ipAddressTable                      table        1.3.6.1.2.1.4.34
IP-MIB ipAddressEntry                      row          1.3.6.1.2.1.4.34.1
IP-MIB ipAddressAddrType                   column       1.3.6.1.2.1.4.34.1.1
IP-MIB ipAddressAddr                       column       1.3.6.1.2.1.4.34.1.2
IP-MIB ipAddressIfIndex                    column       1.3.6.1.2.1.4.34.1.3
IP-MIB ipAddressType                       column       1.3.6.1.2.1.4.34.1.4
IP-MIB ipAddressPrefix                     column       1.3.6.1.2.1.4.34.1.5
IP-MIB ipAddressOrigin                     column       1.3.6.1.2.1.4.34.1.6
IP-MIB ipAddressStatus                     column       1.3.6.1.2.1.4.34.1.7
IP-MIB ipAddressCreated                    column       1.3.6.1.2.1.4.34.1.8
IP-MIB ipAddressLastChanged                column       1.3.6.1.2.1.4.34.1.9
IP-MIB ipAddressRowStatus                  column       1.3.6.1.2.1.4.34.1.10
IP-MIB ipAddressStorageType                column       1.3.6.1.2.1.4.34.1.11
IP-MIB ipNetToPhysicalTable                table        1.3.6.1.2.1.4.35
IP-MIB ipNetToPhysicalEntry                row          1.3.6.1.2.1.4.35.1
IP-MIB ipNetToPhysicalIfIndex              column       1.3.6.1.2.1.4.35.1.1
IP-MIB ipNetToPhysicalNetAddressType       column       1.3.6.1.2.1.4.35.1.2
IP-MIB ipNetToPhysicalNetAddress           column       1.3.6.1.2.1.4.35.1.3
IP-MIB ipNetToPhysicalPhysAddress          column       1.3.6.1.2.1.4.35.1.4
IP-MIB ipNetToPhysicalLastUpdated          column       1.3.6.1.2.1.4.35.1.5
IP-MIB ipNetToPhysicalType                 column       1.3.6.1.2.1.4.35.1.6
IP-MIB ipNetToPhysicalState                column       1.3.6.1.2.1.4.35.1.7
IP-MIB ipNetToPhysicalRowStatus            column       1.3.6.1.2.1.4.35.1.8
IP-MIB ipv6ScopeZoneIndexTable             table        1.3.6.1.2.1.4.36
IP-MIB ipv6ScopeZoneIndexEntry             row          1.3.6.1.2.1.4.36.1
IP-MIB ipv6ScopeZoneIndexIfIndex           column       1.3.6.1.2.1.4.36.1.1
IP-MIB ipv6ScopeZoneIndexLinkLocal         column       1.3.6.1.2.1.4.36.1.2
IP-MIB ipv6ScopeZoneIndex3                 column       1.3.6.1.2.1.4.36.1.3
IP-MIB ipv6ScopeZoneIndexAdminLocal        column       1.3.6.1.2.1.4.36.1.4
IP-MIB ipv6ScopeZoneIndexSiteLocal         column       1.3.6.1.2.1.4.36.1.5
IP-MIB ipv6ScopeZoneIndex6                 column       1.3.6.1.2.1.4.36.1.6
IP-MIB ipv6ScopeZoneIndex7                 column       1.3.6.1.2.1.4.36.1.7
IP-MIB ipv6ScopeZoneIndexOrganizationLocal column       1.3.6.1.2.1.4.36.1.8
IP-MIB ipv6ScopeZoneIndex9                 column       1.3.6.1.2.1.4.36.1.9
IP-MIB ipv6ScopeZoneIndexA                 column       1.3.6.1.2.1.4.36.1.10
IP-MIB ipv6ScopeZoneIndexB                 column       1.3.6.1.2.1.4.36.1.11
IP-MIB ipv6ScopeZoneIndexC                 column       1.3.6.1.2.1.4.36.1.12
IP-MIB ipv6ScopeZoneIndexD                 column       1.3.6.1.2.1.4.36.1.13
IP-MIB ipDefaultRouterTable                table        1.3.6.1.2.1.4.37
IP-MIB ipDefaultRouterEntry                row          1.3.6.1.2.1.4.37.1
IP-MIB ipDefaultRouterAddressType          column       1.3.6.1.2.1.4.37.1.1
IP-MIB ipDefaultRouterAddress              column       1.3.6.1.2.1.4.37.1.2
IP-MIB ipDefaultRouterIfIndex              column       1.3.6.1.2.1.4.37.1.3
IP-MIB ipDefaultRouterLifetime             column       1.3.6.1.2.1.4.37.1.4
IP-MIB ipDefaultRouterPreference           column       1.3.6.1.2.1.4.37.1.5
IP-MIB ipv6RouterAdvertSpinLock            scalar       1.3.6.1.2.1.4.38
IP-MIB ipv6RouterAdvertTable               table        1.3.6.1.2.1.4.39
IP-MIB ipv6RouterAdvertEntry               row          1.3.6.1.2.1.4.39.1
IP-MIB ipv6RouterAdvertIfIndex             column       1.3.6.1.2.1.4.39.1.1
IP-MIB ipv6RouterAdvertSendAdverts         column       1.3.6.1.2.1.4.39.1.2
IP-MIB ipv6RouterAdvertMaxInterval         column       1.3.6.1.2.1.4.39.1.3
IP-MIB ipv6RouterAdvertMinInterval         column       1.3.6.1.2.1.4.39.1.4
IP-MIB ipv6RouterAdvertManagedFlag         column       1.3.6.1.2.1.4.39.1.5
IP-MIB ipv6RouterAdvertOtherConfigFlag     column       1.3.6.1.2.1.4.39.1.6
IP-MIB ipv6RouterAdvertLinkMTU             column       1.3.6.1.2.1.4.39.1.7
IP-MIB ipv6RouterAdvertReachableTime       column       1.3.6.1.2.1.4.39.1.8
IP-MIB ipv6RouterAdvertRetransmitTime      column       1.3.6.1.2.1.4.39.1.9
IP-MIB ipv6RouterAdvertCurHopLimit         column       1.3.6.1.2.1.4.39.1.10
IP-MIB ipv6RouterAdvertDefaultLifetime     column       1.3.6.1.2.1.4.39.1.11
IP-MIB ipv6RouterAdvertRowStatus           column       1.3.6.1.2.1.4.39.1.12
IP-MIB icmp                                node         1.3.6.1.2.1.5
IP-MIB icmpInMsgs                          scalar       1.3.6.1.2.1.5.1
IP-MIB icmpInErrors                        scalar       1.3.6.1.2.1.5.2
IP-MIB icmpInDestUnreachs                  scalar       1.3.6.1.2.1.5.3
IP-MIB icmpInTimeExcds                     scalar       1.3.6.1.2.1.5.4
IP-MIB icmpInParmProbs                     scalar       1.3.6.1.2.1.5.5
IP-MIB icmpInSrcQuenchs                    scalar       1.3.6.1.2.1.5.6
IP-MIB icmpInRedirects                     scalar       1.3.6.1.2.1.5.7
IP-MIB icmpInEchos                         scalar       1.3.6.1.2.1.5.8
IP-MIB icmpInEchoReps                      scalar       1.3.6.1.2.1.5.9
IP-MIB icmpInTimestamps                    scalar       1.3.6.1.2.1.5.10
IP-MIB icmpInTimestampReps                 scalar       1.3.6.1.2.1.5.11
IP-MIB icmpInAddrMasks                     scalar       1.3.6.1.2.1.5.12
IP-MIB icmpInAddrMaskReps                  scalar       1.3.6.1.2.1.5.13
IP-MIB icmpOutMsgs                         scalar       1.3.6.1.2.1.5.14
IP-MIB icmpOutErrors                       scalar       1.3.6.1.2.1.5.15
IP-MIB icmpOutDestUnreachs                 scalar       1.3.6.1.2.1.5.16
IP-MIB icmpOutTimeExcds                    scalar       1.3.6.1.2.1.5.17
IP-MIB icmpOutParmProbs                    scalar       1.3.6.1.2.1.5.18
IP-MIB icmpOutSrcQuenchs                   scalar       1.3.6.1.2.1.5.19
IP-MIB icmpOutRedirects                    scalar       1.3.6.1.2.1.5.20
IP-MIB icmpOutEchos                        scalar       1.3.6.1.2.1.5.21
IP-MIB icmpOutEchoReps                     scalar       1.3.6.1.2.1.5.22
IP-MIB icmpOutTimestamps                   scalar       1.3.6.1.2.1.5.23
IP-MIB icmpOutTimestampReps                scalar       1.3.6.1.2.1.5.24
IP-MIB icmpOutAddrMasks                    scalar       1.3.6.1.2.1.5.25
IP-MIB icmpOutAddrMaskReps                 scalar       1.3.6.1.2.1.5.26
IP-MIB icmpStatsTable                      table        1.3.6.1.2.1.5.29
IP-MIB icmpStatsEntry                      row          1.3.6.1.2.1.5.29.1
IP-MIB icmpStatsIPVersion                  column       1.3.6.1.2.1.5.29.1.1
IP-MIB icmpStatsInMsgs                     column       1.3.6.1.2.1.5.29.1.2
IP-MIB icmpStatsInErrors                   column       1.3.6.1.2.1.5.29.1.3
IP-MIB icmpStatsOutMsgs                    column       1.3.6.1.2.1.5.29.1.4
IP-MIB icmpStatsOutErrors                  column       1.3.6.1.2.1.5.29.1.5
IP-MIB icmpMsgStatsTable                   table        1.3.6.1.2.1.5.30
IP-MIB icmpMsgStatsEntry                   row          1.3.6.1.2.1.5.30.1
IP-MIB icmpMsgStatsIPVersion               column       1.3.6.1.2.1.5.30.1.1
IP-MIB icmpMsgStatsType                    column       1.3.6.1.2.1.5.30.1.2
IP-MIB icmpMsgStatsInPkts                  column       1.3.6.1.2.1.5.30.1.3
IP-MIB icmpMsgStatsOutPkts                 column       1.3.6.1.2.1.5.30.1.4
IP-MIB ipMIB                               node         1.3.6.1.2.1.48
IP-MIB ipMIBConformance                    node         1.3.6.1.2.1.48.2
IP-MIB ipMIBCompliances                    node         1.3.6.1.2.1.48.2.1
IP-MIB ipMIBGroups                         node         1.3.6.1.2.1.48.2.2
# IP-FORWARD-MIB list of identifiers (generated by smidump 0.4.5)

IP-FORWARD-MIB ipForward                   node         1.3.6.1.2.1.4.24
IP-FORWARD-MIB ipForwardNumber             scalar       1.3.6.1.2.1.4.24.1
IP-FORWARD-MIB ipForwardTable              table        1.3.6.1.2.1.4.24.2
IP-FORWARD-MIB ipForwardEntry              row          1.3.6.1.2.1.4.24.2.1
IP-FORWARD-MIB ipForwardDest               column       1.3.6.1.2.1.4.24.2.1.1
IP-FORWARD-MIB ipForwardMask               column       1.3.6.1.2.1.4.24.2.1.2
IP-FORWARD-MIB ipForwardPolicy             column       1.3.6.1.2.1.4.24.2.1.3
IP-FORWARD-MIB ipForwardNextHop            column       1.3.6.1.2.1.4.24.2.1.4
IP-FORWARD-MIB ipForwardIfIndex            column       1.3.6.1.2.1.4.24.2.1.5
IP-FORWARD-MIB ipForwardType               column       1.3.6.1.2.1.4.24.2.1.6
IP-FORWARD-MIB ipForwardProto              column       1.3.6.1.2.1.4.24.2.1.7
